title,description,event_type,actor,recipient,actor_id,recipient_id,location,iso3,latitude,longitude,num_sources,date_publish,source_domain,url
Pakistan faces backlash over military court convictions of 25 civilians,Those convicted are supporters of imprisoned former Prime Minister Imran Khan,SANCTION,Pakistan,,Q843,,Imran Khan,,,,1,2024-12-22 22:36:30,['www.voanews.com'],['https://www.voanews.com/a/pakistan-faces-backlash-over-military-court-convictions-of-25-civilians/7910477.html']
Montrealers petition to halt Trudeau airport expansion over noise concerns,"Montreal residents living near flight paths are pushing back against plans to expand Trudeau International Airport, citing concerns over increased noise pollution.",CONCEDE,Trudeau,,Q420703,,Trudeau,,,,1,2024-12-22 22:12:00,['montreal.ctvnews.ca'],['https://montreal.ctvnews.ca/montrealers-petition-to-halt-trudeau-airport-expansion-over-noise-concerns-1.7155420']
10 dead after small plane crashes in Brazil,"Ten people are dead after their small plane crashed in the southern Brazilian city of Gramado on Sunday morning, officials said.",ASSAULT,Brazilian,,Q899147,,Brazilian,BRA,,,1,2024-12-22 22:05:36,['www.aol.com'],['https://www.aol.com/10-dead-small-plane-crashes-220536524.html']
Public’s predator-catching efforts stir debate in South Carolina,Bikers Against Predators streamed a confrontation between the organization’s president and a S.C. man over the man's online interactions.,COERCE,Against Predators,S,,Q9956,S,,,,1,2024-12-22 21:55:06,['www.wrdw.com'],['https://www.wrdw.com/2024/12/22/citizen-stings-against-predators-stir-debate-south-carolina/']
Protest held in Serbia over fatal train station incident,Tens of thousands have protested in Belgrade to demand that Serbian leaders take responsibility for the collapse of a train station roof that killed 15 people last month.,PROTEST,Serbia,,Q403,,Serbia,SRB,44.80401,20.46513,1,2024-12-22 21:07:46,['www.rte.ie'],['https://www.rte.ie/news/world/2024/1222/1487847-serbia-train-incident/']
One person in critical condition after fire at Etobicoke home,One person was taken to hospital with critical injuries after being rescued from a house fire in Etobicoke on Sunday.,RETREAT,Etobicoke,,Q1020159,,,,,,1,2024-12-22 20:58:00,['www.cbc.ca'],['https://www.cbc.ca/news/canada/toronto/etobicoke-residential-fire-1.7417483']
Suspects linked to attempted murder of advocate in Shauwn Mkhize's tax inquiry arrested,Advocate Coreth Naude acting on behalf of SARS in a tax inquiry involving Shauwn ‘MaMkhize’ Mkhize survived an assassination attempt.,ASSAULT,Coreth Naude,Shauwn Mkhize,,Q107316660,Shauwn Mkhize,,,,1,2024-12-22 20:30:48,['www.thesouthafrican.com'],['https://www.thesouthafrican.com/news/suspects-arrested-in-attempted-murder-of-coreth-naude-shauwn-mkhize-sars-tax/']
Israel's Mossad spent years orchestrating Hezbollah pager plot,Retired Israeli case agents behind Mossad's boobytrapped pagers and walkie-talkies in Lebanon explain how they got Hezbollah to buy the devices and the plots' impact on the Middle East.,ASSAULT,Israel,Hezbollah,Q801,Q41053,Hezbollah,USA,39.43534,-84.20299,2,2024-12-22 19:41:00,['www.cbsnews.com'],"['https://www.cbsnews.com/news/israeli-mossad-pager-walkie-talkie-hezbollah-plot-60-minutes/', 'https://www.cbsnews.com/news/israel-former-mossad-agents-detail-explosive-pagers-hezbollah-terrorists-plot-60-minutes-transcript/']"
How Hezbollah's losses have weakened Iran's power and influence,Lebanese journalist Raghida Dergham and former Mossad analyst Sima Shine spoke about Iran's waning power after the decimation of Hezbollah and the fall of Bashar al-Assad in Syria.,CONCEDE,Hezbollah,,Q41053,,Iran,IRN,35.69439,51.42151,1,2024-12-22 19:41:00,['www.cbsnews.com'],['https://www.cbsnews.com/news/how-hezbollah-losses-have-weakened-iran-power-influence-60-minutes/']
"Damming the ""iron river"": Mexico's legal battle to stop gun trafficking from the U.S.",The government of Mexico says guns from the U.S. help fuel cartel violence. Now it's suing a major American gun maker and a handful of U.S. gun stores for billions in damages.,ASSAULT,Mexico,U,Q96,Q9747,U,PHL,15.0646,120.7198,2,2024-12-22 19:41:00,['www.cbsnews.com'],"['https://www.cbsnews.com/news/damming-the-iron-river-mexico-legal-battle-to-stop-gun-trafficking-from-us-60-minutes-transcript/', 'https://www.cbsnews.com/news/guns-from-us-ending-up-in-mexico-60-minutes/']"
"Russia threatening Europe with waves of migrants, Meloni warns",Giorgia Meloni accused Russia of orchestrating illegal migration into Europe to destabilise the bloc as she called for stronger defence of the region’s eastern and southern flanks.,THREATEN,Giorgia Meloni,Russia,Q451791,Q159,Russia,RUS,55.75222,37.61556,1,2024-12-22 19:01:22,['news.yahoo.com'],['https://news.yahoo.com/news/russia-threatening-europe-waves-migrants-190122640.html']
10-20 cm of snow expected in Ottawa starting Monday,Environment Canada has issued a winter weather travel advisory for Ottawa with 10-20 centimetres of snow in the forecast on Monday.,CONCEDE,Environment Canada,Ottawa,Q348789,Q1930,Ottawa,CAN,45.41117,-75.69812,1,2024-12-22 12:39:00,['ottawa.ctvnews.ca'],['https://ottawa.ctvnews.ca/10-20-cm-of-snow-expected-in-ottawa-starting-monday-1.7155194']
Palestinian groups say Gaza ceasefire deal 'closer than ever',"CAIRO: Hamas and two other Palestinian militant groups said on Saturday (Dec 21) that a Gaza ceasefire deal with Israel is ""closer than ev",CONCEDE,Hamas,Gaza,Q38799,Q47492,Gaza,PSE,31.50161,34.46672,1,2024-12-22 00:00:00,['www.channelnewsasia.com'],['https://www.channelnewsasia.com/world/palestinian-groups-say-gaza-ceasefire-deal-closer-ever-4820836']
Trump says Putin wants meeting to discuss Ukraine war,"“President Putin said that he wants to meet with me as soon as possible,” says Trump during an address in Arizona",CONSULT,Putin,Ukraine,,Q212,Ukraine,UKR,50.45466,30.5238,1,2024-12-22 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/americas/trump-says-putin-wants-meeting-to-discuss-ukraine-war-/3431795']
‘You’re hired!’: Trump names ‘The Apprentice’ creator Mark Burnett special envoy to the UK,"“With a distinguished career in television production and business, Mark brings a unique blend of diplomatic acumen and international recognition to this important role.""",SUPPORT,Mark Burnett,,Q3294019,,,,,,1,2024-12-21 23:01:20,['www.aol.com'],['https://www.aol.com/hired-trump-names-apprentice-creator-230120022.html']
Luna Park launches legal action to protect NYE party amid rail union disputes,Luna Park is tonight launching legal action to ensure its New Year's Eve party goes ahead as the rail union...,THREATEN,Luna Park,New Year ' s Eve,Q2023688,,New Year ' s Eve,,,,1,2024-12-21 19:01:15,['www.9news.com.au'],['https://www.9news.com.au/national/sydney-trains-hundreds-of-trains-cancelled-as-sydney-gears-up-for-a-huge-day-of-events/fcd3b09a-c442-4e8c-9822-96a4494ae098']
Emergency warnings issued for several communities as out-of-control bushfires continue to burn in Victoria,An emergency warning has been issued for multiple communities as bushfires continue to burn in Victoria.﻿,THREATEN,Victoria,,Q537094,,Victoria,ARG,-32.61841,-60.15478,1,2024-12-21 18:10:00,['www.9news.com.au'],['https://www.9news.com.au/national/victoria-bushfires-emergency-evacuation-warnings/fb6edebc-1ba5-4a22-8259-afc340fc2bc1']
Insecurity: Anambra community invites soldiers to protect indigenes at Christmas,Nimo community in Njikoka Local Government Area of Anambra State has invited military men to help secure the community during the Yuletide. There have,MOBILIZE,Yuletide,,Q211945,,Yuletide,,,,1,2024-12-21 16:52:15,['dailypost.ng'],['https://dailypost.ng/2024/12/21/insecurity-anambra-community-invites-soldiers-to-protect-indigenes-at-christmas/']
Hungary's Orbán blames immigration and EU for the deadly attack in Germany,"Hungarian Prime Minister Viktor Orbán on Saturday drew a direct link between immigration and an attack in Germany where a man drove into a Christmas market teeming with holiday shoppers, killing at least five people and injuring 200 others. During a rare appearance before independent media in Budapest, Orbán expressed his sympathy to the families of the victims of what he called the “terrorist act” on Friday night in the city of Magdeburg.",THREATEN,Hungarian,,,,EU,DEU,52.52437,13.41053,1,2024-12-21 16:35:19,['www.aol.com'],['https://www.aol.com/hungarys-orb-n-blames-immigration-163519219.html']
California court rules against Israel’s NSO Group in Meta lawsuit over WhatsApp hack,"Court rules Israeli firm illegally used its Pegasus spyware to target over 1,400 WhatsApp users, including journalists and activists; parent company Meta hails victory against illegal surveillance; damages will be determined later",COERCE,Meta,,Q225827,,Israel,ISR,31.76904,35.21633,2,2024-12-21 15:28:27,"['www.ynetnews.com', 'www.theglobeandmail.com']","['https://www.ynetnews.com/business/article/sk1mjunsye', 'https://www.theglobeandmail.com/world/article-us-judge-finds-israels-nso-group-liable-for-hacking-in-whatsapp/']"
Nigerian Navy intercepts 19 stowaways bound for Europe,"The Nigerian Navy Ship, NNS, BEECROFT has intercepted 19 suspected stowaways trying to illegally migrate to Europe. The ship’s Information Officer, Lt.",COERCE,Europe,,Q458,,Europe,,,,1,2024-12-21 15:19:09,['dailypost.ng'],['https://dailypost.ng/2024/12/21/nigerian-navy-intercepts-19-stowaways-bound-for-europe/']
"German troops must be ‘fit’ for war if Putin attacks, Defense Minister Pistorius says",Pistorius wants a reform of Germany’s debt brake to allow for more military spending.,ASSAULT,German,Putin,,,German,DEU,52.52437,13.41053,1,2024-12-21 14:54:32,['www.politico.eu'],['https://www.politico.eu/article/german-army-must-be-ready-for-war-if-putin-attacks-defense-pistorius-says-deficit-debt-brake-conflict/']
Hundreds told to flee out-of-control bushfires in Australia,"Bushfires in Australia's Victoria state burnt out of control on Saturday, with authorities issuing an evacuation order at the highest danger rating for hundreds of residents in the state's west.",ASSAULT,Australia,,Q408,,Australia,ARG,-35.28346,-60.15478,2,2024-12-21 14:31:04,"['www.rnz.co.nz', 'www.dw.com']","['https://www.rnz.co.nz/news/world/537339/hundreds-told-to-flee-out-of-control-bushfires-in-australia', 'https://www.dw.com/en/australia-bushfires-burn-out-of-control-in-victoria/a-71128381']"
"Death toll in German Christmas market attack rises to 5, police investigate Saudi suspect","'What a terrible act it is to injure and kill so many people there with such brutality,' Chancellor Olaf Scholz says in Magdeburg",ASSAULT,Germany,,Q183,,German,DEU,52.12773,11.62916,5,2024-12-21 14:28:11,"['www.rappler.com', 'www.cbc.ca', 'www.newser.com', 'www.voanews.com', 'globalnews.ca']","['https://www.rappler.com/world/europe/germany-christmas-market-attack-updates-december-21-2024/', 'https://www.cbc.ca/news/world/germany-attack-christmas-market-suspect-1.7417227', 'https://www.newser.com/story/361384/5-dead-200-plus-injured-in-christmas-market-attack.html', 'https://www.voanews.com/a/germans-mourn-attack-on-christmas-market-with-no-answers-about-why/7909461.html', 'https://globalnews.ca/news/10929567/death-toll-in-attack/']"
Thailand's Air Force deploys F-16s as unidentified aircraft seen near Thai-Myanmar border,Errant plane vanishes after two military jets from Nakhon Sawan sent to Tak border to intercept intruder.,ASSAULT,Nakhon Sawan,Tak,Q1012434,,Nakhon Sawan,THA,15.70472,100.13717,1,2024-12-21 14:24:00,['www.thestar.com.my'],['https://www.thestar.com.my/aseanplus/aseanplus-news/2024/12/21/thailand039s-air-force-deploys-f-16s-as-unidentified-aircraft-seen-near-thai-myanmar--border']
CCTV released of man police want to speak to,"A man was reportedly attacked outside The Black Horse pub in Liverpool on Friday, police say.",COERCE,The,,Q21121474,,The,AUS,-33.91938,150.92588,1,2024-12-21 14:20:11,['www.bbc.com'],['https://www.bbc.com/news/articles/cp83epvnmz0o']
Iran ministry protests over arrests of nationals in US,US prosecutors charge men with illegally exporting sensitive technology to Iran that they said was used in a January drone attack killing three American servicemen,COERCE,Iran,American,Q794,Q463180,US,,,,1,2024-12-21 13:44:06,['www.ynetnews.com'],['https://www.ynetnews.com/article/sjyozsvhkl']
Toronto police investigating homicide after injured man dies Saturday in Corso-Italia neighbourhood,"Toronto police says its homicide unit is investigating after a man, 21, was found with injuries early Saturday morning and later died in hospital. Police say they believe the man was fatally stabbed in an altercation at the intersection of St. Clair Avenue W. and Nairn Avenue.",ASSAULT,St,,Q43115,,St,,,,1,2024-12-21 13:35:00,['www.cbc.ca'],['https://www.cbc.ca/news/canada/toronto/toronto-police-homicide-st-clair-ave-lansdowne-ave-1.7417233']
Hope returns to eastern Aleppo - which Assad forces all but extinguished,"Outside Aleppo's historic citadel, where Hayat Tahrir al Sham (HTS) posed two weeks ago when they took the city before marching south on the capital, children wave the revolutionary flag and marvel at a camel and pony brought out for the tourists.",MOBILIZE,Hayat Tahrir al,,,,Hope,SYR,36.20124,37.16117,1,2024-12-21 13:19:00,['news.sky.com'],['https://news.sky.com/story/hope-returns-to-eastern-aleppo-which-assad-forces-all-but-extinguished-13277683']
Lockerbie suspect 'is the bomber',"Abu Agila Masud is due to go on trial in Washington in May facing three charges, which he denies.",COERCE,Abu Agila Masud,,Q123975038,,Lockerbie,GBR,54.9,-1.51667,1,2024-12-21 13:12:54,['www.bbc.co.uk'],['https://www.bbc.co.uk/news/articles/c3e3pwv42y7o']
Pope Francis reprimands Vatican staff for gossiping in annual Christmas message,"‘Gossip is zero,’ Francis says to priests as he urges them to work together peacefully",ACCUSE,Pope Francis,Vatican,Q450675,Q295418,Vatican,VAT,41.90268,12.45414,1,2024-12-21 13:12:52,['www.theglobeandmail.com'],['https://www.theglobeandmail.com/world/article-pope-francis-reprimands-vatican-staff-for-gossiping-in-annual/']
Analysis-Syrian Kurdish groups on the back foot as power balance shifts,"QAMISHLI, Syria/BEIRUT/ANKARA (Reuters) -With hostile Turkish-backed groups mobilising against them in Syria's north, and Damascus ruled by a group friendly to Ankara, Syria's main Kurdish factions are on the back foot as they seek to preserve political gains carved out during 13 years of war.",CONCEDE,Syria,,Q858,,Syria,SYR,33.5102,36.29128,1,2024-12-21 13:10:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/world/2024/12/21/analysis-syrian-kurdish-groups-on-the-back-foot-as-power-balance-shifts']
Thangam Debbonaire called out for House of Lords comments,FORMER shadow culture secretary and Labour MP Thangam Debbonaire has been called out for previous comments she made on the House of Lords as she has…,ACCUSE,FORMER,House of Lords,,Q11007,FORMER,,,,1,2024-12-21 11:07:34,['www.thenational.scot'],['https://www.thenational.scot/news/24811836.thangam-debbonaire-called-house-lords-comments/']
