title,_end_time,_begin,_begin_precision,uid,description,created,last_modified,location,url
Burundi Presidential Election 2010,2010-06-28T08:00:00-04:00,2010-06-28T08:00:00-04:00,second,calendar.11985.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Burundi",https://www.ndi.org/node/11985
Niger Presidential 2nd Round Election 2011,2011-03-12T10:00:00-05:00,2011-03-12T10:00:00-05:00,second,calendar.12299.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Niger",https://www.ndi.org/node/12299
Ecuador Presidential and Parliamentary Election 2006,2006-10-16T00:00:00+00:00,2006-10-15T00:00:00+00:00,day,calendar.11818.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-26T21:26:38+00:00,"Latin America & the Caribbean, Ecuador",https://www.ndi.org/node/11818
Philippines Legislative Election 2007,2007-05-14T08:00:00-04:00,2007-05-14T08:00:00-04:00,second,calendar.11843.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Philippines, Asia",https://www.ndi.org/node/11843
2019 Zambia Parliamentary and Local By-elections,2019-04-12T00:00:00+00:00,2019-04-11T00:00:00+00:00,day,calendar.25359.field_ndi_elect_day_date.0@www.ndi.org,"By-Election, Parliamentary",2024-07-10T13:22:59+00:00,2019-03-12T15:48:41+00:00,Zambia,https://www.ndi.org/2019-zambia-parliamentary-and-local-elections
Kenya General Election 2013,2013-03-04T10:00:00-05:00,2013-03-04T10:00:00-05:00,second,calendar.12157.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Kenya",https://www.ndi.org/node/12157
2023 Liberia Presidential Election,2023-10-11T00:00:00+00:00,2023-10-10T00:00:00+00:00,day,calendar.26543.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2023-07-24T17:48:38+00:00,Liberia,https://www.ndi.org/2023-liberia-presidential-election
2020 Ghana General Elections,2020-12-08T00:00:00+00:00,2020-12-07T00:00:00+00:00,day,calendar.25723.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2020-11-03T14:39:16+00:00,Ghana,https://www.ndi.org/2020-ghana-general-elections
Kosovo Parliamentary Election 2014,2014-06-08T08:00:00-04:00,2014-06-08T08:00:00-04:00,second,calendar.12182.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Kosovo",https://www.ndi.org/node/12182
2018 Colombia Presidential Run-Off Election,2018-06-18T00:00:00+00:00,2018-06-17T00:00:00+00:00,day,calendar.24903.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2018-01-23T20:32:03+00:00,Colombia,https://www.ndi.org/2018-colombia-presidential-run-election
2021 Ecuador Presidential Runoff Election,2021-04-12T00:00:00+00:00,2021-04-11T00:00:00+00:00,day,calendar.26037.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2021-02-09T14:43:43+00:00,Ecuador,https://www.ndi.org/2021-ecuador-presidential-runoff-election
Niger Presidential Election 2004,2004-11-16T10:00:00-05:00,2004-11-16T10:00:00-05:00,second,calendar.11701.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Niger",https://www.ndi.org/node/11701
Croatia Presidential Runoff Election 2010,2010-01-10T10:00:00-05:00,2010-01-10T10:00:00-05:00,second,calendar.12015.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Croatia",https://www.ndi.org/node/12015
2016 Dominican Republic General Election,2016-05-16T00:00:00+00:00,2016-05-15T00:00:00+00:00,day,calendar.12319.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2017-01-12T17:34:26+00:00,"Latin America & the Caribbean, Dominican Republic",https://www.ndi.org/node/12319
Morocco Referendum 2011,2011-07-01T08:00:00-04:00,2011-07-01T08:00:00-04:00,second,calendar.12040.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Morocco",https://www.ndi.org/node/12040
El Salvador Presidential Runoff 2014,2014-03-09T09:00:00-04:00,2014-03-09T09:00:00-04:00,second,calendar.12344.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"El Salvador, Latin America & the Caribbean",https://www.ndi.org/node/12344
Peru Regional/Municipal Election 2010,2010-10-03T08:00:00-04:00,2010-10-03T08:00:00-04:00,second,calendar.11995.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Peru, Latin America & the Caribbean",https://www.ndi.org/node/11995
Cameroon Presidential Election 2004,2004-10-31T09:00:00-05:00,2004-10-01T08:00:00-04:00,second,calendar.11828.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Cameroon",https://www.ndi.org/node/11828
2020 Belize General Elections,2020-11-02T00:00:00+00:00,2020-11-01T00:00:00+00:00,day,calendar.25875.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2020-10-05T17:55:51+00:00,Belize,https://www.ndi.org/2020-belize-general-elections
2024 El Salvador Local Election,2024-03-04T00:00:00+00:00,2024-03-03T00:00:00+00:00,day,calendar.26999.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2023-10-05T16:23:22+00:00,El Salvador,https://www.ndi.org/2024-el-salvador-local-election
Botswana General Election 2014,2014-10-24T08:00:00-04:00,2014-10-24T08:00:00-04:00,second,calendar.12202.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Botswana",https://www.ndi.org/node/12202
Madagascar Legislative Election 2007,2007-09-23T08:00:00-04:00,2007-09-23T08:00:00-04:00,second,calendar.11853.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Madagascar",https://www.ndi.org/node/11853
Serbia Parliamentary Election 2014,2014-03-16T08:00:00-04:00,2014-03-16T08:00:00-04:00,second,calendar.12167.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Serbia",https://www.ndi.org/node/12167
Indonesia Presidential Election 2014,2014-07-09T08:00:00-04:00,2014-07-09T08:00:00-04:00,second,calendar.12192.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Asia, Indonesia",https://www.ndi.org/node/12192
Serbia Local Election 2004,2004-09-19T08:00:00-04:00,2004-09-19T08:00:00-04:00,second,calendar.11711.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Serbia",https://www.ndi.org/node/11711
2018 Pakistan General Election,2018-07-26T00:00:00+00:00,2018-07-25T00:00:00+00:00,day,calendar.24878.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2018-05-30T16:37:04+00:00,Pakistan,https://www.ndi.org/2018-pakistan-general-election
Benin Presidential Election 2011,2011-03-13T09:00:00-04:00,2011-03-13T09:00:00-04:00,second,calendar.12025.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Benin",https://www.ndi.org/node/12025
"2017 Mexico Gubernatorial, Legislative, and Municipal Elections",2017-06-05T00:00:00+00:00,2017-06-04T00:00:00+00:00,day,calendar.24407.field_ndi_elect_day_date.0@www.ndi.org,"Gubernatorial, Legislative, Municipal",2024-07-10T13:22:59+00:00,2017-01-17T17:14:54+00:00,Mexico,https://www.ndi.org/2017-mexico-gubernatorial-legislative-and-municipal-elections
2022 Somalia Parliamentary Election,2022-03-16T00:00:00+00:00,2022-03-15T00:00:00+00:00,day,calendar.26376.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2022-02-25T16:56:29+00:00,Somalia,https://www.ndi.org/2022-somalia-parliamentary-election
Cameroon Presidential Election 2011,2011-10-09T08:00:00-04:00,2011-10-09T08:00:00-04:00,second,calendar.12050.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Cameroon",https://www.ndi.org/node/12050
Tunisia Presidential Election 2014,2014-11-23T10:00:00-05:00,2014-11-23T10:00:00-05:00,second,calendar.12354.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Tunisia",https://www.ndi.org/node/12354
Cape Verde Presidential Election,2021-10-18T00:00:00+00:00,2021-10-17T00:00:00+00:00,day,calendar.26209.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2021-09-02T15:52:03+00:00,Cape Verde,https://www.ndi.org/cape-verde-presidential-election
2019 Ethiopia Referendum Election,2019-11-21T00:00:00+00:00,2019-11-20T00:00:00+00:00,day,calendar.25581.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2019-11-12T14:44:08+00:00,Ethiopia,https://www.ndi.org/2019-ethiopia-referendum-election
2018 Rwanda Parliamentary Election,2018-09-04T00:00:00+00:00,2018-09-02T00:00:00+00:00,day,calendar.25110.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2018-08-01T21:07:21+00:00,Rwanda,https://www.ndi.org/2018-rwanda-parliamentary-election
2024 Cambodia Legislative Election,2024-02-26T00:00:00+00:00,2024-02-25T00:00:00+00:00,day,calendar.27054.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2023-11-20T16:26:05+00:00,Cambodia,https://www.ndi.org/2024-cambodia-legislative-election
Ecuador Referendum 2007,2007-04-15T08:00:00-04:00,2007-04-15T08:00:00-04:00,second,calendar.11838.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Ecuador, Latin America & the Caribbean",https://www.ndi.org/node/11838
2017 Turkmenistan Presidential Election,2017-02-13T00:00:00+00:00,2017-02-12T00:00:00+00:00,day,calendar.24255.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2017-01-12T17:23:56+00:00,"Eurasia, Turkmenistan",https://www.ndi.org/turkmenistan-presidential-election
Uruguay Presidential Runoff 2014,2014-11-30T10:00:00-05:00,2014-11-30T10:00:00-05:00,second,calendar.12212.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Uruguay",https://www.ndi.org/node/12212
Cuba National Assembly Election 2007,2007-12-02T10:00:00-05:00,2007-12-02T10:00:00-05:00,second,calendar.11863.field_ndi_elect_day_date.0@www.ndi.org,National Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Cuba",https://www.ndi.org/node/11863
Dominican Republic Legislative Election 2014,2014-05-16T08:00:00-04:00,2014-05-16T08:00:00-04:00,second,calendar.12177.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Dominican Republic, Latin America & the Caribbean",https://www.ndi.org/node/12177
2023 Slovakia Legislative Election,2023-10-01T00:00:00+00:00,2023-09-30T00:00:00+00:00,day,calendar.26867.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2023-06-01T14:39:40+00:00,Slovakia,https://www.ndi.org/2023-slovakia-legislative-election
Dominican Republic Presidential (First Round) Election 2004,2004-05-16T08:00:00-04:00,2004-05-16T08:00:00-04:00,second,calendar.11721.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Dominican Republic, Latin America & the Caribbean",https://www.ndi.org/node/11721
2018 Montenegro Presidential Election,2018-04-16T00:00:00+00:00,2018-04-15T00:00:00+00:00,day,calendar.24888.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2018-01-19T15:24:36+00:00,Montenegro,https://www.ndi.org/2018-montenegro-presidential-election
Chad Presidential First Round 2011,2011-05-08T08:00:00-04:00,2011-05-08T08:00:00-04:00,second,calendar.12035.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Chad",https://www.ndi.org/node/12035
Serbia Presidential (2nd Round) 2012,2012-05-20T08:00:00-04:00,2012-05-20T08:00:00-04:00,second,calendar.12339.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Serbia",https://www.ndi.org/node/12339
Morocco Parliamentary Election 2011,2011-11-25T10:00:00-05:00,2011-11-25T10:00:00-05:00,second,calendar.12060.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Morocco",https://www.ndi.org/node/12060
Guatemala Runoff Election 2015,2015-10-26T00:00:00+00:00,2015-10-25T00:00:00+00:00,day,calendar.12364.field_ndi_elect_day_date.0@www.ndi.org,General Runoff,2024-07-10T13:22:59+00:00,2017-02-10T16:41:17+00:00,"Latin America & the Caribbean, Guatemala",https://www.ndi.org/node/12364
Indonesia Local Elections 2007,2007-08-08T08:00:00-04:00,2007-08-08T08:00:00-04:00,second,calendar.11848.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Indonesia",https://www.ndi.org/node/11848
Slovakia Presidential (Second Round) Election 2004,2004-04-17T08:00:00-04:00,2004-04-17T08:00:00-04:00,second,calendar.12222.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Slovakia",https://www.ndi.org/node/12222
2022 Republic of the Congo Legislative Elections,2022-07-11T00:00:00+00:00,2022-07-10T00:00:00+00:00,day,calendar.26548.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2022-06-30T19:14:17+00:00,Congo,https://www.ndi.org/2022-republic-congo-legislative-elections
2016 Jamaica General Election,2016-02-26T00:00:00+00:00,2016-02-25T00:00:00+00:00,day,calendar.18453.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2017-01-12T17:40:11+00:00,"Latin America & the Caribbean, Jamaica",https://www.ndi.org/node/18453
Georgia Presidential Election 2008,2008-01-05T10:00:00-05:00,2008-01-05T10:00:00-05:00,second,calendar.11873.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Georgia",https://www.ndi.org/node/11873
2017 Nepal Local Elections Phase 2,2017-06-29T00:00:00+00:00,2017-06-28T00:00:00+00:00,day,calendar.24569.field_ndi_elect_day_date.0@www.ndi.org,Local Phase 2,2024-07-10T13:22:59+00:00,2017-06-14T16:01:50+00:00,Nepal,https://www.ndi.org/2017-nepal-local-elections-phase-2
Mauritania Presidential Election 2014,2014-06-21T08:00:00-04:00,2014-06-21T08:00:00-04:00,second,calendar.12187.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Mauritania",https://www.ndi.org/node/12187
Kosovo Parliamentary Election 2004,2004-10-23T08:00:00-04:00,2004-10-23T08:00:00-04:00,second,calendar.11706.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Kosovo",https://www.ndi.org/node/11706
Guinea-Bissau Parliamentary Election 2004,2004-03-29T00:00:00+00:00,2004-03-28T00:00:00+00:00,day,calendar.11731.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-26T17:52:04+00:00,"Sub Saharan Africa, Guinea Bissau",https://www.ndi.org/node/11731
Bahrain Parliamentary 1st Round Election 2011,2011-09-24T08:00:00-04:00,2011-09-24T08:00:00-04:00,second,calendar.12045.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Bahrain",https://www.ndi.org/node/12045
Bolivia Local Election 2004,2004-12-05T10:00:00-05:00,2004-12-05T10:00:00-05:00,second,calendar.11696.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Bolivia, Latin America & the Caribbean",https://www.ndi.org/node/11696
2015 Nepal Parliamentary By-Election,2015-04-12T00:00:00+00:00,2015-04-11T00:00:00+00:00,day,calendar.12349.field_ndi_elect_day_date.0@www.ndi.org,"By-Election, Parliamentary",2024-07-10T13:23:00+00:00,2017-02-10T17:24:54+00:00,"Asia, Nepal",https://www.ndi.org/node/12349
Yemen Presidential Election 2012,2012-02-21T10:00:00-05:00,2012-02-21T10:00:00-05:00,second,calendar.12070.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Yemen",https://www.ndi.org/node/12070
2017 Nepal Parliamentary Phase 2,2017-12-08T00:00:00+00:00,2017-12-07T00:00:00+00:00,day,calendar.24756.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Phase 2,2024-07-10T13:23:00+00:00,2017-12-14T20:34:37+00:00,Nepal,https://www.ndi.org/2017-nepal-parliamentary-phase-2
2015 Burma General Election,2015-11-09T00:00:00+00:00,2015-11-08T00:00:00+00:00,day,calendar.12374.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2017-02-10T16:39:49+00:00,"Asia, Burma/Myanmar",https://www.ndi.org/node/12374
2022 Gambia Parliamentary Election,2022-04-10T00:00:00+00:00,2022-04-09T00:00:00+00:00,day,calendar.26229.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2022-01-19T17:05:30+00:00,"Gambia, The",https://www.ndi.org/2022-gambia-parliamentary-election
Romania Presidential Election 2014,2014-11-02T09:00:00-05:00,2014-11-02T09:00:00-05:00,second,calendar.12207.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Romania",https://www.ndi.org/node/12207
Turkey Parliamentary Election 2007,2007-11-04T09:00:00-05:00,2007-11-04T09:00:00-05:00,second,calendar.11858.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Turkey",https://www.ndi.org/node/11858
Afghanistan Parliamentary/Local Election 2005,2005-09-18T08:00:00-04:00,2005-09-18T08:00:00-04:00,second,calendar.12232.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Asia, Afghanistan",https://www.ndi.org/node/12232
2017 Ecuador Presidential and Parliamentary Run-offs,2017-04-03T00:00:00+00:00,2017-04-02T00:00:00+00:00,day,calendar.18463.field_ndi_elect_day_date.0@www.ndi.org,Presidential and Parliamentary Runoff,2024-07-10T13:22:59+00:00,2017-02-27T18:49:00+00:00,Ecuador,https://www.ndi.org/node/18463
Nepal Constitutional Assembly Election 2008,2008-04-11T00:00:00+00:00,2008-04-10T00:00:00+00:00,day,calendar.11883.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:22:59+00:00,2016-10-26T21:30:56+00:00,"Asia, Nepal",https://www.ndi.org/node/11883
Brazil Presidential Election 2014,2014-10-05T08:00:00-04:00,2014-10-05T08:00:00-04:00,second,calendar.12197.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Brazil",https://www.ndi.org/node/12197
Indonesia Presidential (first round) Election 2004,2004-07-05T08:00:00-04:00,2004-07-05T08:00:00-04:00,second,calendar.11716.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Asia, Indonesia",https://www.ndi.org/node/11716
2024 Guinea Bissau Parliamentary Election,2024-07-01T00:00:00+00:00,2024-06-30T00:00:00+00:00,day,calendar.27236.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2024-05-07T19:24:48+00:00,Sub Saharan Africa,https://www.ndi.org/2024-guinea-bissau-parliamentary-election
Algeria Local Election,2005-11-17T10:00:00-05:00,2005-11-10T10:00:00-05:00,second,calendar.18321.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Algeria",https://www.ndi.org/node/18321
Sri Lanka Presidential Election,2005-11-17T10:00:00-05:00,2005-11-17T10:00:00-05:00,second,calendar.11741.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sri Lanka, Asia",https://www.ndi.org/node/11741
Russia Parliamentary Election 2011,2011-12-04T10:00:00-05:00,2011-12-04T10:00:00-05:00,second,calendar.12055.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Russia",https://www.ndi.org/node/12055
2017 Somalia Presidential Election,2017-02-09T00:00:00+00:00,2017-02-08T00:00:00+00:00,day,calendar.24437.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2017-01-27T16:35:07+00:00,Somalia,https://www.ndi.org/2017-somalia-presidential-election
Egypt Parliamentary Phase 3 Election 2012,2012-01-04T10:00:00-05:00,2012-01-03T10:00:00-05:00,second,calendar.12359.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Phase 3,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/12359
"Nigeria, Kebbi State Gubernatorial Election 2012",2012-04-01T00:00:00+00:00,2012-03-31T00:00:00+00:00,day,calendar.12080.field_ndi_elect_day_date.0@www.ndi.org,Gubernatorial,2024-07-10T13:22:59+00:00,2016-10-27T14:03:08+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/12080
2017 West Bank/Gaza Municipal Election,2017-05-14T00:00:00+00:00,2017-05-13T00:00:00+00:00,day,calendar.24462.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2017-02-09T16:36:33+00:00,West Bank and Gaza,https://www.ndi.org/2017-west-bankgaza-municipal-election
2019 Nigeria General Election,2019-02-24T00:00:00+00:00,2019-02-23T00:00:00+00:00,day,calendar.25115.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2019-02-25T14:17:34+00:00,Nigeria,https://www.ndi.org/2019-nigeria-general-election
2015 Ukraine Local Election,2015-10-26T00:00:00+00:00,2015-10-25T00:00:00+00:00,day,calendar.12384.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2017-02-10T16:44:33+00:00,"Eurasia, Ukraine",https://www.ndi.org/node/12384
Armenia Local Election 2008,2008-10-27T00:00:00+00:00,2008-10-26T00:00:00+00:00,day,calendar.11903.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-11-01T13:57:59+00:00,"Eurasia, Armenia",https://www.ndi.org/node/11903
Georgia Presidential Election 2013,2013-10-27T08:00:00-04:00,2013-10-27T08:00:00-04:00,second,calendar.12217.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Georgia",https://www.ndi.org/node/12217
Kenya Presidential/Parliamentary Elections 2007,2007-12-27T10:00:00-05:00,2007-12-27T10:00:00-05:00,second,calendar.11868.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Kenya",https://www.ndi.org/node/11868
2019 Guatemala Presidential Runoff Election,2019-08-12T00:00:00+00:00,2019-08-11T00:00:00+00:00,day,calendar.25444.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2019-06-21T16:13:06+00:00,Guatemala,https://www.ndi.org/2019-guatemala-presidential-runoff-election
Liberia Presidential Run-Off Election 2005,2005-11-08T10:00:00-05:00,2005-11-08T10:00:00-05:00,second,calendar.12242.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Liberia",https://www.ndi.org/node/12242
Bolivia Referendum 2008,2008-08-10T08:00:00-04:00,2008-08-10T08:00:00-04:00,second,calendar.11893.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Bolivia, Latin America & the Caribbean",https://www.ndi.org/node/11893
Algeria Presidential Election 2004,2004-04-08T08:00:00-04:00,2004-04-08T08:00:00-04:00,second,calendar.11726.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Algeria",https://www.ndi.org/node/11726
2019 Bolivia General Election,2019-10-21T00:00:00+00:00,2019-10-20T00:00:00+00:00,day,calendar.25302.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2019-09-23T13:34:45+00:00,"Latin America & the Caribbean, Bolivia",https://www.ndi.org/2019-bolivia-general-election
Venezuela Presidential Election 2012,2012-10-07T08:00:00-04:00,2012-10-07T08:00:00-04:00,second,calendar.12100.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Venezuela",https://www.ndi.org/node/12100
Burundi Presidential Election,2005-08-19T08:00:00-04:00,2005-08-19T08:00:00-04:00,second,calendar.11751.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Burundi",https://www.ndi.org/node/11751
